     time [fs]	           Xi0	       lambda0	      Epot [H]	         T [K]	
  39400.000000	    123.887568	    125.140118	      0.008075	    651.737697	
  39405.000000	    123.887568	    125.176393	      0.008075	    651.737697	
  39410.000000	    123.938934	    125.210263	      0.008029	    614.206280	
  39415.000000	    123.938934	    125.245772	      0.008029	    614.206280	
  39420.000000	    123.988018	    125.283082	      0.007986	    536.994192	
  39425.000000	    123.988018	    125.318540	      0.007986	    536.994192	
  39430.000000	    124.035113	    125.354611	      0.007943	    554.563702	
  39435.000000	    124.035113	    125.394082	      0.007943	    554.563702	
  39440.000000	    124.084910	    125.438482	      0.007901	    611.900099	
  39445.000000	    124.084910	    125.486198	      0.007901	    611.900099	
  39450.000000	    124.488245	    125.533145	      0.007697	    787.500308	
  39455.000000	    124.488245	    125.579456	      0.007697	    787.500308	
  39460.000000	    124.560539	    125.626877	      0.007670	    820.519615	
  39465.000000	    124.560539	    125.675689	      0.007670	    820.519615	
  39470.000000	    124.629891	    125.724256	      0.007645	    831.027578	
  39475.000000	    124.629891	    125.774938	      0.007645	    831.027578	
  39480.000000	    124.696598	    125.827220	      0.007624	    772.585531	
  39485.000000	    124.696598	    125.881879	      0.007624	    772.585531	
  39490.000000	    124.764163	    125.939233	      0.007604	    842.844932	
  39495.000000	    124.764163	    125.993968	      0.007604	    842.844932	
  39500.000000	    125.165491	    126.043732	      0.007549	    848.651840	
  39505.000000	    125.165491	    126.090629	      0.007549	    848.651840	
  39510.000000	    125.239856	    126.134918	      0.007550	    851.200152	
  39515.000000	    125.239856	    126.174545	      0.007550	    851.200152	
  39520.000000	    125.307788	    126.212212	      0.007553	    871.465832	
  39525.000000	    125.307788	    126.249365	      0.007553	    871.465832	
  39530.000000	    125.367928	    126.288804	      0.007559	    691.917976	
  39535.000000	    125.367928	    126.330836	      0.007559	    691.917976	
  39540.000000	    125.425843	    126.372978	      0.007567	    677.736379	
  39545.000000	    125.425843	    126.413563	      0.007567	    677.736379	
  39550.000000	    125.840378	    126.451383	      0.007650	    755.095233	
  39555.000000	    125.840378	    126.489398	      0.007650	    755.095233	
  39560.000000	    125.914045	    126.529706	      0.007671	    811.550652	
  39565.000000	    125.914045	    126.576632	      0.007671	    811.550652	
  39570.000000	    125.983696	    126.631663	      0.007693	    700.696980	
  39575.000000	    125.983696	    126.689888	      0.007693	    700.696980	
  39580.000000	    126.049807	    126.746831	      0.007717	    676.057894	
  39585.000000	    126.049807	    126.800832	      0.007717	    676.057894	
  39590.000000	    126.117805	    126.854553	      0.007744	    610.886170	
  39595.000000	    126.117805	    126.909444	      0.007744	    610.886170	
  39600.000000	    126.592269	    126.966764	      0.007909	    681.121096	
  39605.000000	    126.592269	    127.023713	      0.007909	    681.121096	
  39610.000000	    126.675261	    127.078720	      0.007934	    660.978553	
  39615.000000	    126.675261	    127.134566	      0.007934	    660.978553	
  39620.000000	    126.759574	    127.193335	      0.007960	    681.793936	
  39625.000000	    126.759574	    127.256440	      0.007960	    681.793936	
  39630.000000	    126.841484	    127.321743	      0.007991	    692.999968	
  39635.000000	    126.841484	    127.386297	      0.007991	    692.999968	
  39640.000000	    126.922275	    127.449767	      0.008025	    701.112818	
  39645.000000	    126.922275	    127.514987	      0.008025	    701.112818	
  39650.000000	    127.444110	    127.583034	      0.008248	    736.226259	
  39655.000000	    127.444110	    127.650500	      0.008248	    736.226259	
  39660.000000	    127.537788	    127.714730	      0.008285	    739.346941	
  39665.000000	    127.537788	    127.779032	      0.008285	    739.346941	
  39670.000000	    127.640642	    127.846894	      0.008318	    892.282941	
  39675.000000	    127.640642	    127.919721	      0.008318	    892.282941	
  39680.000000	    127.745663	    127.994825	      0.008344	    924.745564	
  39685.000000	    127.745663	    128.071326	      0.008344	    924.745564	
  39690.000000	    127.847369	    128.148007	      0.008366	    834.719518	
  39695.000000	    127.847369	    128.222099	      0.008366	    834.719518	
  39700.000000	    128.489766	    128.296498	      0.008406	    782.559093	
  39705.000000	    128.489766	    128.372583	      0.008406	    782.559093	
  39710.000000	    128.596539	    128.451311	      0.008393	    739.670423	
  39715.000000	    128.596539	    128.532380	      0.008393	    739.670423	
  39720.000000	    128.703911	    128.613602	      0.008373	    803.909558	
  39725.000000	    128.703911	    128.696706	      0.008373	    803.909558	
  39730.000000	    128.811077	    128.778711	      0.008352	    750.377703	
  39735.000000	    128.811077	    128.858575	      0.008352	    750.377703	
  39740.000000	    128.920001	    128.940398	      0.008327	    799.371642	
  39745.000000	    128.920001	    129.023492	      0.008327	    799.371642	
  39750.000000	    129.555455	    129.106562	      0.008174	    646.261750	
  39755.000000	    129.555455	    129.188681	      0.008174	    646.261750	
  39760.000000	    129.661818	    129.266370	      0.008137	    749.171811	
  39765.000000	    129.661818	    129.341165	      0.008137	    749.171811	
  39770.000000	    129.773441	    129.418654	      0.008089	    826.152486	
  39775.000000	    129.773441	    129.498080	      0.008089	    826.152486	
  39780.000000	    129.887747	    129.575210	      0.008034	    974.362153	
  39785.000000	    129.887747	    129.649792	      0.008034	    974.362153	
  39790.000000	    130.002806	    129.725239	      0.007976	    966.744125	
  39795.000000	    130.002806	    129.802641	      0.007976	    966.744125	
  39800.000000	    130.661735	    129.880522	      0.007664	    802.139111	
  39805.000000	    130.661735	    129.958856	      0.007664	    802.139111	
  39810.000000	    130.761395	    130.040820	      0.007609	    797.528668	
  39815.000000	    130.761395	    130.128013	      0.007609	    797.528668	
  39820.000000	    130.856267	    130.217998	      0.007552	    777.886989	
  39825.000000	    130.856267	    130.306363	      0.007552	    777.886989	
  39830.000000	    130.951398	    130.393332	      0.007494	    741.698310	
  39835.000000	    130.951398	    130.480794	      0.007494	    741.698310	
  39840.000000	    131.051027	    130.567524	      0.007435	    802.999390	
  39845.000000	    131.051027	    130.652607	      0.007435	    802.999390	
  39850.000000	    131.659323	    130.735687	      0.007087	    901.583414	
  39855.000000	    131.659323	    130.816586	      0.007087	    901.583414	
  39860.000000	    131.754464	    130.897356	      0.007029	    889.638309	
  39865.000000	    131.754464	    130.977325	      0.007029	    889.638309	
  39870.000000	    131.848696	    131.055672	      0.006973	    818.839776	
  39875.000000	    131.848696	    131.133138	      0.006973	    818.839776	
  39880.000000	    131.942848	    131.210706	      0.006919	    833.444281	
  39885.000000	    131.942848	    131.289004	      0.006919	    833.444281	
  39890.000000	    132.036099	    131.366754	      0.006863	    814.694574	
  39895.000000	    132.036099	    131.441605	      0.006863	    814.694574	
  39900.000000	    132.546602	    131.515889	      0.006562	    737.404605	
  39905.000000	    132.546602	    131.591137	      0.006562	    737.404605	
  39910.000000	    132.622907	    131.665697	      0.006520	    697.539271	
  39915.000000	    132.622907	    131.743367	      0.006520	    697.539271	
  39920.000000	    132.692346	    131.825547	      0.006480	    644.096237	
  39925.000000	    132.692346	    131.908344	      0.006480	    644.096237	
  39930.000000	    132.757723	    131.990274	      0.006443	    560.208482	
  39935.000000	    132.757723	    132.072710	      0.006443	    560.208482	
  39940.000000	    132.824888	    132.156029	      0.006409	    570.469506	
  39945.000000	    132.824888	    132.240303	      0.006409	    570.469506	
  39950.000000	    133.290242	    132.324240	      0.006219	    650.418823	
  39955.000000	    133.290242	    132.404471	      0.006219	    650.418823	
  39960.000000	    133.366988	    132.478275	      0.006193	    519.867438	
  39965.000000	    133.366988	    132.548496	      0.006193	    519.867438	
  39970.000000	    133.446655	    132.616137	      0.006167	    579.344228	
  39975.000000	    133.446655	    132.677405	      0.006167	    579.344228	
  39980.000000	    133.526701	    132.736468	      0.006143	    538.860340	
  39985.000000	    133.526701	    132.801518	      0.006143	    538.860340	
  39990.000000	    133.609368	    132.872543	      0.006117	    548.992757	
  39995.000000	    133.609368	    132.945246	      0.006117	    548.992757	
  40000.000000	    134.145308	    133.016608	      0.005972	    832.020621	
  40005.000000	    134.145308	    133.089317	      0.005972	    832.020621	
  40010.000000	    134.232444	    133.164444	      0.005952	    770.733707	
  40015.000000	    134.232444	    133.238093	      0.005952	    770.733707	
  40020.000000	    134.321382	    133.312244	      0.005932	    738.204075	
  40025.000000	    134.321382	    133.390658	      0.005932	    738.204075	
  40030.000000	    134.413898	    133.473078	      0.005913	    765.275721	
  40035.000000	    134.413898	    133.556171	      0.005913	    765.275721	
  40040.000000	    134.509682	    133.639160	      0.005894	    768.395914	
  40045.000000	    134.509682	    133.724715	      0.005894	    768.395914	
  40050.000000	    135.132585	    133.813088	      0.005779	    956.135807	
  40055.000000	    135.132585	    133.902543	      0.005779	    956.135807	
  40060.000000	    135.226918	    133.993002	      0.005764	    774.586667	
  40065.000000	    135.226918	    134.085223	      0.005764	    774.586667	
  40070.000000	    135.319061	    134.178517	      0.005749	    677.960970	
  40075.000000	    135.319061	    134.268864	      0.005749	    677.960970	
  40080.000000	    135.409980	    134.355797	      0.005734	    657.685692	
  40085.000000	    135.409980	    134.439045	      0.005734	    657.685692	
  40090.000000	    135.497164	    134.518965	      0.005721	    631.424658	
  40095.000000	    135.497164	    134.598893	      0.005721	    631.424658	
  40100.000000	    135.994674	    134.680015	      0.005648	    435.245768	
  40105.000000	    135.994674	    134.762758	      0.005648	    435.245768	
  40110.000000	    136.058886	    134.846784	      0.005642	    350.855650	
  40115.000000	    136.058886	    134.932277	      0.005642	    350.855650	
  40120.000000	    136.121795	    135.017793	      0.005637	    349.412383	
  40125.000000	    136.121795	    135.099812	      0.005637	    349.412383	
  40130.000000	    136.186873	    135.178888	      0.005631	    329.254554	
  40135.000000	    136.186873	    135.258623	      0.005631	    329.254554	
  40140.000000	    136.254945	    135.338782	      0.005624	    374.502071	
  40145.000000	    136.254945	    135.418139	      0.005624	    374.502071	
  40150.000000	    136.630598	    135.497509	      0.005585	    322.860829	
  40155.000000	    136.630598	    135.576120	      0.005585	    322.860829	
  40160.000000	    136.693576	    135.655790	      0.005580	    298.851385	
  40165.000000	    136.693576	    135.737156	      0.005580	    298.851385	
  40170.000000	    136.760051	    135.816145	      0.005573	    330.809074	
  40175.000000	    136.760051	    135.895647	      0.005573	    330.809074	
  40180.000000	    136.828430	    135.976262	      0.005567	    350.098349	
