     time [fs]	           Xi0	      Epot [H]	         T [K]	
  20010.000000	     70.249911	      0.003606	     80.192099	
  20015.000000	     70.282216	      0.003595	     80.493912	
  20020.000000	     70.311400	      0.003578	     64.887938	
  20025.000000	     70.335352	      0.003559	     52.306463	
  20030.000000	     70.356478	      0.003539	     32.533581	
  20035.000000	     70.378274	      0.003515	     40.592208	
  20040.000000	     70.394001	      0.003497	     43.296147	
  20045.000000	     70.406031	      0.003480	     10.878791	
  20050.000000	     70.423635	      0.003456	     26.709196	
  20055.000000	     70.448406	      0.003427	     46.916177	
  20060.000000	     70.479534	      0.003394	     76.801348	
  20065.000000	     70.511716	      0.003358	     96.729223	
  20070.000000	     70.539110	      0.003317	    103.022791	
  20075.000000	     70.567369	      0.003271	    113.305292	
  20080.000000	     70.603133	      0.003221	    155.181017	
  20085.000000	     70.641437	      0.003170	    183.267128	
  20090.000000	     70.677716	      0.003116	    191.357525	
  20095.000000	     70.714660	      0.003058	    206.125060	
  20100.000000	     70.752355	      0.003001	    256.160593	
  20105.000000	     70.789670	      0.002947	    210.154711	
  20110.000000	     70.824002	      0.002898	    219.643583	
  20115.000000	     70.853707	      0.002849	    162.024739	
  20120.000000	     70.883507	      0.002798	    207.247518	
  20125.000000	     70.911527	      0.002751	    198.137911	
  20130.000000	     70.934474	      0.002708	    160.342388	
  20135.000000	     70.957529	      0.002660	    158.386025	
  20140.000000	     70.987243	      0.002604	    272.254736	
  20145.000000	     71.023172	      0.002547	    298.011227	
  20150.000000	     71.065221	      0.002487	    332.598933	
  20155.000000	     71.109976	      0.002423	    408.122063	
  20160.000000	     71.151454	      0.002362	    443.191938	
  20165.000000	     71.190095	      0.002305	    404.090191	
  20170.000000	     71.222869	      0.002250	    393.334561	
  20175.000000	     71.256823	      0.002197	    402.835829	
  20180.000000	     71.300030	      0.002144	    413.161250	
  20185.000000	     71.345959	      0.002095	    387.643920	
  20190.000000	     71.391847	      0.002047	    359.304176	
  20195.000000	     71.434840	      0.002000	    388.844812	
  20200.000000	     71.476238	      0.001957	    351.620358	
  20205.000000	     71.522001	      0.001913	    340.429493	
  20210.000000	     71.569249	      0.001867	    428.695903	
  20215.000000	     71.610477	      0.001824	    477.645194	
  20220.000000	     71.648083	      0.001785	    402.341319	
  20225.000000	     71.689249	      0.001745	    459.962334	
  20230.000000	     71.732782	      0.001705	    537.242330	
  20235.000000	     71.776142	      0.001668	    573.660324	
  20240.000000	     71.821359	      0.001633	    501.387335	
  20245.000000	     71.868048	      0.001600	    553.790867	
  20250.000000	     71.918651	      0.001568	    520.155020	
  20255.000000	     71.973607	      0.001537	    536.989528	
  20260.000000	     72.028175	      0.001508	    505.196533	
  20265.000000	     72.083432	      0.001480	    550.290439	
  20270.000000	     72.141410	      0.001454	    547.694505	
  20275.000000	     72.200964	      0.001429	    616.700840	
  20280.000000	     72.258454	      0.001407	    589.179965	
  20285.000000	     72.317691	      0.001386	    476.363473	
  20290.000000	     72.377635	      0.001366	    502.288128	
  20295.000000	     72.431945	      0.001350	    422.211387	
  20300.000000	     72.483166	      0.001336	    418.113460	
  20305.000000	     72.532088	      0.001324	    374.480318	
  20310.000000	     72.581565	      0.001312	    311.334291	
  20315.000000	     72.633677	      0.001299	    300.543027	
  20320.000000	     72.686621	      0.001287	    311.598452	
  20325.000000	     72.739867	      0.001275	    324.884448	
  20330.000000	     72.792498	      0.001262	    258.110560	
  20335.000000	     72.841729	      0.001251	    243.414105	
  20340.000000	     72.890568	      0.001242	    227.390498	
  20345.000000	     72.942960	      0.001231	    253.411251	
  20350.000000	     72.991473	      0.001222	    260.270189	
  20355.000000	     73.037327	      0.001214	    188.721917	
  20360.000000	     73.082629	      0.001207	    207.526498	
  20365.000000	     73.126148	      0.001200	    195.887777	
  20370.000000	     73.168896	      0.001193	    178.935077	
  20375.000000	     73.207732	      0.001188	    152.477892	
  20380.000000	     73.242734	      0.001185	    136.163662	
  20385.000000	     73.280431	      0.001180	    122.214779	
  20390.000000	     73.319484	      0.001174	    150.559734	
  20395.000000	     73.354620	      0.001170	    119.215990	
  20400.000000	     73.386304	      0.001165	    101.297203	
  20405.000000	     73.414684	      0.001158	     65.764806	
  20410.000000	     73.439326	      0.001153	     51.211772	
  20415.000000	     73.466875	      0.001152	     49.835825	
  20420.000000	     73.499181	      0.001151	    120.746298	
  20425.000000	     73.531819	      0.001147	     94.012453	
  20430.000000	     73.564856	      0.001141	     90.853612	
  20435.000000	     73.599085	      0.001133	     75.480859	
  20440.000000	     73.635906	      0.001124	     92.065986	
  20445.000000	     73.672730	      0.001112	     95.327699	
  20450.000000	     73.708556	      0.001099	     90.566618	
  20455.000000	     73.744830	      0.001084	     89.070658	
  20460.000000	     73.779442	      0.001069	    101.230855	
  20465.000000	     73.814853	      0.001053	     78.706087	
  20470.000000	     73.857589	      0.001033	    112.652707	
  20475.000000	     73.902132	      0.001010	    192.139855	
  20480.000000	     73.941134	      0.000987	    172.626789	
  20485.000000	     73.976772	      0.000961	    201.038915	
  20490.000000	     74.010303	      0.000936	    231.790201	
  20495.000000	     74.041402	      0.000912	    221.393734	
  20500.000000	     74.073424	      0.000888	    239.667171	
  20505.000000	     74.109549	      0.000864	    281.617619	
  20510.000000	     74.144568	      0.000842	    269.020406	
  20515.000000	     74.177979	      0.000819	    264.703179	
  20520.000000	     74.212152	      0.000798	    332.401643	
  20525.000000	     74.247264	      0.000778	    314.916333	
  20530.000000	     74.284326	      0.000759	    295.195918	
  20535.000000	     74.321745	      0.000743	    273.785141	
  20540.000000	     74.359820	      0.000727	    231.674642	
  20545.000000	     74.397300	      0.000712	    235.050307	
  20550.000000	     74.431152	      0.000698	    269.560588	
  20555.000000	     74.465314	      0.000686	    338.977773	
  20560.000000	     74.498787	      0.000675	    295.382129	
  20565.000000	     74.529055	      0.000666	    228.790059	
  20570.000000	     74.561646	      0.000658	    241.236785	
  20575.000000	     74.601837	      0.000649	    255.194081	
  20580.000000	     74.646269	      0.000639	    291.960252	
  20585.000000	     74.691920	      0.000631	    300.375743	
  20590.000000	     74.740125	      0.000623	    345.279734	
  20595.000000	     74.787773	      0.000616	    329.347767	
  20600.000000	     74.833148	      0.000611	    291.529020	
  20605.000000	     74.874791	      0.000608	    333.307851	
  20610.000000	     74.913437	      0.000609	    341.777408	
  20615.000000	     74.948188	      0.000614	    385.407748	
  20620.000000	     74.982812	      0.000621	    420.449679	
  20625.000000	     75.018983	      0.000630	    483.412158	
  20630.000000	     75.053635	      0.000640	    402.065819	
  20635.000000	     75.089681	      0.000650	    369.073816	
  20640.000000	     75.126536	      0.000662	    359.185794	
  20645.000000	     75.164860	      0.000676	    377.862035	
  20650.000000	     75.204326	      0.000690	    390.651525	
  20655.000000	     75.241761	      0.000708	    375.706728	
  20660.000000	     75.279998	      0.000729	    438.830035	
  20665.000000	     75.317605	      0.000750	    391.787623	
  20670.000000	     75.352476	      0.000774	    398.344935	
  20675.000000	     75.390909	      0.000798	    383.675348	
  20680.000000	     75.434275	      0.000821	    383.855546	
  20685.000000	     75.477978	      0.000846	    398.839503	
  20690.000000	     75.518849	      0.000873	    393.331770	
  20695.000000	     75.557755	      0.000903	    364.876011	
  20700.000000	     75.594342	      0.000936	    403.633153	
  20705.000000	     75.626640	      0.000974	    362.671197	
  20710.000000	     75.660564	      0.001012	    411.432276	
  20715.000000	     75.701950	      0.001048	    367.822848	
  20720.000000	     75.749298	      0.001082	    422.959136	
  20725.000000	     75.798941	      0.001112	    374.795592	
  20730.000000	     75.849895	      0.001139	    336.720666	
  20735.000000	     75.901976	      0.001166	    341.351587	
  20740.000000	     75.956397	      0.001189	    326.459463	
  20745.000000	     76.012411	      0.001209	    306.884452	
  20750.000000	     76.071394	      0.001228	    305.032954	
  20755.000000	     76.131018	      0.001245	    340.840934	
  20760.000000	     76.183476	      0.001257	    279.512675	
  20765.000000	     76.232720	      0.001266	    182.007628	
  20770.000000	     76.286471	      0.001274	    201.568580	
  20775.000000	     76.343416	      0.001283	    238.595775	
  20780.000000	     76.397939	      0.001293	    261.190501	
  20785.000000	     76.448372	      0.001304	    204.391340	
  20790.000000	     76.499817	      0.001315	    199.026028	
  20795.000000	     76.551664	      0.001325	    222.565891	
  20800.000000	     76.605260	      0.001332	    195.128206	
  20805.000000	     76.662282	      0.001332	    229.098647	
  20810.000000	     76.717798	      0.001325	    222.252096	
  20815.000000	     76.774768	      0.001314	    197.427300	
  20820.000000	     76.835017	      0.001299	    242.990361	
  20825.000000	     76.897709	      0.001277	    254.598736	
  20830.000000	     76.963968	      0.001251	    303.200615	
  20835.000000	     77.027747	      0.001220	    338.449094	
  20840.000000	     77.086645	      0.001185	    301.359301	
  20845.000000	     77.144365	      0.001146	    299.185023	
  20850.000000	     77.200705	      0.001107	    329.098473	
  20855.000000	     77.259183	      0.001068	    292.737834	
  20860.000000	     77.324414	      0.001025	    370.998958	
  20865.000000	     77.393704	      0.000981	    440.282018	
  20870.000000	     77.460991	      0.000937	    487.941542	
  20875.000000	     77.523537	      0.000898	    405.730680	
  20880.000000	     77.587951	      0.000854	    361.698107	
  20885.000000	     77.655664	      0.000806	    520.053412	
  20890.000000	     77.721708	      0.000759	    521.428601	
  20895.000000	     77.787381	      0.000712	    506.136190	
  20900.000000	     77.852603	      0.000665	    539.906150	
  20905.000000	     77.915139	      0.000621	    527.610058	
  20910.000000	     77.974886	      0.000578	    481.990919	
  20915.000000	     78.034416	      0.000535	    499.739340	
  20920.000000	     78.097175	      0.000494	    504.050732	
  20925.000000	     78.164249	      0.000454	    552.084050	
  20930.000000	     78.237562	      0.000413	    591.349494	
  20935.000000	     78.316534	      0.000370	    740.061204	
  20940.000000	     78.395368	      0.000325	    849.396338	
  20945.000000	     78.469465	      0.000282	    912.738301	
  20950.000000	     78.538918	      0.000244	    863.350394	
  20955.000000	     78.603572	      0.000210	    737.789853	
  20960.000000	     78.666036	      0.000180	    665.374378	
  20965.000000	     78.731572	      0.000152	    668.562893	
  20970.000000	     78.796834	      0.000126	    692.822446	
  20975.000000	     78.862449	      0.000102	    722.896295	
  20980.000000	     78.926793	      0.000081	    759.786743	
  20985.000000	     78.985808	      0.000064	    637.901127	
  20990.000000	     79.046130	      0.000049	    620.652455	
  20995.000000	     79.109649	      0.000036	    667.694203	
  21000.000000	     79.170745	      0.000025	    697.299002	
  21005.000000	     79.232315	      0.000016	    705.477184	
  21010.000000	     79.300773	      0.000011	    787.792250	
